TransactionAmount,CustomerAge,TransactionDuration,AccountBalance,Cluster,TransactionType,Channel,CustomerOccupation
317.94,54.0,123.99999999999999,2996.51,2,Debit,ATM,Engineer
179.38,40.0,173.0,11666.18,1,Debit,Online,Doctor
13.92,37.0,209.0,2735.84,2,Debit,ATM,Engineer
365.43,25.0,176.0,1073.51,2,Debit,ATM,Student
263.59,71.0,16.0,6996.35,0,Debit,Branch,Retired
54.8,34.0,140.0,4943.49,0,Debit,Branch,Engineer
141.49,24.0,75.0,1665.58,1,Debit,Online,Student
31.39,20.0,15.0,998.4900000000001,2,Debit,ATM,Student
93.82,39.0,176.0,8422.06,1,Debit,Online,Engineer
5.71,21.0,106.0,1285.42,0,Debit,Branch,Student
178.39,34.0,98.0,8469.43,1,Debit,Online,Engineer
126.91,22.0,42.00000000000001,692.6899999999999,2,Debit,ATM,Student
36.09,53.0,167.0,12319.26,0,Debit,Branch,Doctor
91.77,51.0,174.0,9240.73,0,Debit,Branch,Doctor
198.92,36.0,100.00000000000001,2854.66,1,Debit,Online,Engineer
137.81,58.0,44.0,2631.47,0,Debit,Branch,Engineer
136.88,24.0,71.0,7465.950000000001,3,Credit,Branch,Student
133.07,21.0,155.0,1670.99,0,Debit,Branch,Student
1.14,43.0,137.0,13913.92,0,Debit,Branch,Doctor
256.34,69.0,99.0,7471.630000000001,0,Debit,Branch,Retired
56.11,36.0,109.0,11123.65,0,Debit,Branch,Doctor
118.09999999999998,50.0,50.00000000000001,7976.6,2,Debit,ATM,Engineer
137.86,66.0,120.0,8046.939999999999,4,Credit,Online,Doctor
813.78,54.0,55.0,14935.500000000002,5,Credit,ATM,Doctor
237.97000000000003,69.0,69.00000000000001,13486.15,2,Debit,ATM,Doctor
684.96,21.0,30.999999999999996,526.67,2,Debit,ATM,Student
878.63,60.0,139.0,4954.37,2,Debit,ATM,Engineer
276.56,68.0,15.0,8942.58,0,Debit,Branch,Doctor
8.75,79.0,199.0,4044.6199999999994,2,Debit,ATM,Retired
637.48,65.0,207.0,4148.85,1,Debit,Online,Retired
103.15,51.0,179.0,11388.15,0,Debit,Branch,Doctor
505.6000000000001,52.0,183.0,5347.57,0,Debit,Branch,Retired
371.86,46.0,91.0,1329.45,2,Debit,ATM,Doctor
14.26,50.0,37.0,2475.65,0,Debit,Branch,Engineer
13.16,43.0,98.0,1019.46,0,Debit,Branch,Engineer
167.92,40.0,136.0,14321.73,2,Debit,ATM,Doctor
73.01,56.0,101.0,2833.12,2,Debit,ATM,Retired
201.5,61.0,196.0,12148.32,4,Credit,Online,Doctor
150.3,41.0,204.0,14371.08,1,Debit,Online,Doctor
23.7,46.0,32.0,7947.439999999999,2,Debit,ATM,Doctor
49.59,48.0,147.0,6037.03,0,Debit,Branch,Engineer
720.13,22.0,96.0,387.02,5,Credit,ATM,Student
134.92,19.0,101.0,1081.97,1,Debit,Online,Student
116.97,18.0,299.0,729.7,2,Debit,ATM,Student
11.06,34.0,13.0,2782.21,2,Debit,ATM,Engineer
88.29,50.0,287.0,5245.93,4,Credit,Online,Engineer
5.81,25.0,222.0,1290.95,2,Debit,ATM,Student
103.48,32.0,33.0,6494.25,2,Debit,ATM,Engineer
156.74,70.0,136.0,4004.35,2,Debit,ATM,Retired
505.13999999999993,68.0,179.0,2525.47,2,Debit,ATM,Retired
31.06,46.0,61.00000000000001,11014.25,2,Debit,ATM,Doctor
7.609999999999999,50.0,163.0,6275.0,2,Debit,ATM,Doctor
276.16,53.0,71.0,1733.34,5,Credit,ATM,Retired
145.77,68.0,237.0,5294.98,2,Debit,ATM,Retired
369.44,34.0,18.999999999999996,5018.67,1,Debit,Online,Engineer
558.86,60.0,95.0,9844.32,2,Debit,ATM,Doctor
429.15,26.0,218.0,712.1299999999999,0,Debit,Branch,Student
36.74,33.0,133.0,6217.58,0,Debit,Branch,Doctor
79.14,57.0,22.0,2229.56,4,Credit,Online,Retired
132.48,36.0,101.0,9313.05,0,Debit,Branch,Engineer
136.48,52.0,138.0,4618.53,1,Debit,Online,Engineer
203.76,55.0,37.0,6747.16,0,Debit,Branch,Retired
750.95,78.0,26.999999999999996,5134.37,0,Debit,Branch,Retired
0.8399999999999999,52.0,30.999999999999996,2207.54,2,Debit,ATM,Engineer
257.18,67.0,28.0,13336.15,1,Debit,Online,Doctor
767.66,63.0,155.0,1801.69,2,Debit,ATM,Doctor
182.29,54.0,123.0,522.39,1,Debit,Online,Doctor
184.51,54.0,118.0,9381.64,4,Credit,Online,Doctor
451.31,62.0,166.0,2963.29,2,Debit,ATM,Retired
144.1,57.0,30.0,11523.64,0,Debit,Branch,Doctor
72.5,40.0,30.0,12723.62,2,Debit,ATM,Doctor
74.11,69.0,71.0,3920.11,4,Credit,Online,Retired
22.15,44.0,73.0,7451.83,0,Debit,Branch,Doctor
777.92,62.0,97.0,7061.58,0,Debit,Branch,Doctor
790.07,28.0,197.0,985.7700000000001,1,Debit,Online,Student
406.33,59.0,103.0,4298.34,3,Credit,Branch,Engineer
767.41,56.0,26.999999999999996,12799.34,2,Debit,ATM,Doctor
4.58,21.0,135.0,811.2399999999999,4,Credit,Online,Student
447.83,53.0,88.0,13273.08,3,Credit,Branch,Doctor
49.67,21.0,146.0,842.94,1,Debit,Online,Student
77.83,49.0,146.0,2471.53,3,Credit,Branch,Engineer
702.87,19.0,183.99999999999997,1237.5,2,Debit,ATM,Student
133.56,25.0,177.0,783.8299999999999,1,Debit,Online,Student
868.05,49.0,119.0,3931.03,4,Credit,Online,Engineer
52.87,24.0,70.0,960.96,0,Debit,Branch,Student
179.0,78.0,121.0,7310.88,2,Debit,ATM,Retired
384.11,58.0,12.0,7902.5199999999995,2,Debit,ATM,Retired
227.60999999999999,71.0,61.00000000000001,4405.28,1,Debit,Online,Retired
40.83,48.0,24.0,3944.12,2,Debit,ATM,Engineer
19.76,20.0,240.0,1523.04,2,Debit,ATM,Student
484.24000000000007,67.0,77.0,8042.299999999999,0,Debit,Branch,Doctor
494.66,33.0,110.0,5531.93,1,Debit,Online,Doctor
301.47,21.0,291.0,560.73,0,Debit,Branch,Student
199.09,70.0,89.0,1658.52,1,Debit,Online,Doctor
38.95,27.0,50.00000000000001,731.52,1,Debit,Online,Engineer
515.94,29.0,37.0,1389.89,2,Debit,ATM,Engineer
41.93,48.0,136.0,5081.26,2,Debit,ATM,Engineer
137.84,27.0,83.0,1000.3500000000001,2,Debit,ATM,Student
95.35,21.0,131.0,1639.9,1,Debit,Online,Student
93.14,67.0,151.0,5473.82,1,Debit,Online,Retired
79.33,51.0,109.0,14798.1,4,Credit,Online,Doctor
76.89,55.0,132.0,7374.26,2,Debit,ATM,Doctor
233.71,19.0,297.0,1231.98,1,Debit,Online,Student
14.92,26.0,120.0,6611.26,0,Debit,Branch,Engineer
242.16999999999996,60.0,147.0,883.7199999999999,2,Debit,ATM,Doctor
122.98,79.0,228.0,5055.99,1,Debit,Online,Retired
129.35,52.0,130.0,7166.88,2,Debit,ATM,Engineer
138.33,21.0,69.00000000000001,232.56,1,Debit,Online,Student
39.31,25.0,178.0,1236.38,1,Debit,Online,Student
91.85,21.0,148.0,802.09,1,Debit,Online,Student
277.7,58.0,107.0,1423.2,0,Debit,Branch,Engineer
114.02999999999999,51.0,172.0,13388.56,2,Debit,ATM,Doctor
302.63,27.0,10.0,2801.28,3,Credit,Branch,Engineer
31.189999999999998,52.0,74.0,5545.96,2,Debit,ATM,Engineer
112.91000000000001,27.0,135.0,4764.48,4,Credit,Online,Engineer
742.26,27.0,36.0,7868.189999999999,1,Debit,Online,Engineer
256.8,26.0,80.0,1128.38,2,Debit,ATM,Student
378.68,60.0,239.0,7627.04,2,Debit,ATM,Doctor
571.93,52.0,119.0,4026.0300000000007,1,Debit,Online,Retired
26.31,77.0,163.0,7095.76,4,Credit,Online,Retired
205.58,20.0,159.0,1501.95,1,Debit,Online,Student
533.61,48.0,115.0,3656.93,1,Debit,Online,Engineer
428.62,55.0,72.0,3473.24,0,Debit,Branch,Retired
361.22,64.0,167.0,7061.73,2,Debit,ATM,Retired
837.29,25.0,215.99999999999997,6012.67,0,Debit,Branch,Student
117.25,31.0,73.0,13694.68,4,Credit,Online,Doctor
135.27,48.0,131.0,9410.51,2,Debit,ATM,Doctor
185.1,53.0,22.999999999999996,6115.63,0,Debit,Branch,Retired
113.54,38.0,273.0,5581.21,1,Debit,Online,Engineer
354.96,69.0,96.0,6712.94,1,Debit,Online,Doctor
224.22,53.0,37.0,8400.87,0,Debit,Branch,Doctor
737.1,60.0,91.99999999999999,4644.19,2,Debit,ATM,Retired
223.22,27.0,96.0,1734.22,2,Debit,ATM,Student
557.26,69.0,53.00000000000001,5237.12,2,Debit,ATM,Doctor
27.44,62.0,164.0,5950.48,2,Debit,ATM,Retired
310.09,36.0,166.0,9962.5,0,Debit,Branch,Doctor
80.38,52.0,116.00000000000001,9662.88,1,Debit,Online,Doctor
26.1,66.0,115.0,5243.0,3,Credit,Branch,Doctor
845.14,73.0,183.0,1702.65,3,Credit,Branch,Retired
59.73,27.0,56.0,800.93,2,Debit,ATM,Student
758.77,60.0,114.0,7231.47,2,Debit,ATM,Engineer
301.51,22.0,284.0,1052.31,2,Debit,ATM,Student
418.03,58.0,161.0,10721.29,1,Debit,Online,Doctor
118.06,32.0,30.999999999999996,13560.63,3,Credit,Branch,Doctor
483.92,70.0,115.0,3138.0,2,Debit,ATM,Retired
78.93,38.0,145.0,9916.24,2,Debit,ATM,Doctor
36.63,75.0,261.0,7941.73,2,Debit,ATM,Retired
87.85,49.0,63.0,3753.2400000000002,0,Debit,Branch,Engineer
705.34,59.0,123.99999999999999,5003.22,1,Debit,Online,Doctor
146.55,54.0,123.99999999999999,4087.4400000000005,1,Debit,Online,Retired
116.89,71.0,226.0,4880.31,1,Debit,Online,Retired
106.41,57.0,87.0,1310.38,0,Debit,Branch,Retired
584.41,23.0,41.0,4475.22,2,Debit,ATM,Student
584.98,55.0,121.0,6521.05,3,Credit,Branch,Retired
79.21,56.0,140.0,1615.04,0,Debit,Branch,Retired
173.13,20.0,288.0,1490.34,4,Credit,Online,Student
335.7,80.0,57.0,6601.44,2,Debit,ATM,Retired
422.81,28.0,193.0,1929.2799999999997,0,Debit,Branch,Student
135.43,57.0,91.99999999999999,5315.83,2,Debit,ATM,Retired
584.88,26.0,121.0,548.45,2,Debit,ATM,Student
308.94,25.0,167.0,1931.6599999999999,1,Debit,Online,Student
295.93,36.0,117.0,1050.63,0,Debit,Branch,Doctor
77.44,58.0,268.0,1950.63,0,Debit,Branch,Retired
92.5,40.0,70.0,6295.45,4,Credit,Online,Engineer
97.74,41.0,137.0,4113.63,4,Credit,Online,Engineer
291.68,21.0,90.0,1451.02,2,Debit,ATM,Student
56.96,22.0,135.0,1597.85,2,Debit,ATM,Student
436.8,27.0,91.99999999999999,1256.33,1,Debit,Online,Student
259.49,72.0,292.0,7320.61,1,Debit,Online,Retired
726.26,57.0,147.0,2150.38,1,Debit,Online,Retired
568.68,72.0,101.0,2940.04,2,Debit,ATM,Retired
77.57,49.0,225.0,12801.93,1,Debit,Online,Doctor
14.160000000000002,74.0,290.0,5399.76,3,Credit,Branch,Retired
61.33,27.0,129.0,7537.400000000001,2,Debit,ATM,Engineer
27.64,54.0,22.999999999999996,7498.509999999999,1,Debit,Online,Engineer
3.8500000000000005,29.0,32.0,10506.41,2,Debit,ATM,Doctor
431.22,73.0,129.0,6505.98,3,Credit,Branch,Retired
178.55,55.0,67.0,7568.400000000001,0,Debit,Branch,Engineer
248.76,18.0,56.0,546.46,2,Debit,ATM,Student
76.16,23.0,99.0,1072.25,2,Debit,ATM,Student
347.25,69.0,250.0,7273.55,2,Debit,ATM,Doctor
28.04,57.0,146.0,11197.54,2,Debit,ATM,Doctor
325.98,19.0,277.0,782.35,2,Debit,ATM,Student
249.56000000000003,76.0,246.0,4444.95,0,Debit,Branch,Retired
17.43,56.0,33.0,10658.88,2,Debit,ATM,Doctor
198.01,26.0,40.0,250.93000000000004,3,Credit,Branch,Student
585.58,23.0,55.0,1729.02,0,Debit,Branch,Student
434.67,27.0,123.99999999999999,1298.13,4,Credit,Online,Student
510.70000000000005,27.0,294.0,5828.48,4,Credit,Online,Student
331.98,74.0,12.0,7600.99,2,Debit,ATM,Retired
199.54,56.0,268.0,9603.73,1,Debit,Online,Engineer
212.97,59.0,178.0,4180.4,1,Debit,Online,Engineer
270.56,23.0,139.0,1268.44,1,Debit,Online,Student
306.37,26.0,120.0,9609.67,2,Debit,ATM,Engineer
643.02,38.0,85.0,11989.39,5,Credit,ATM,Doctor
98.48,47.0,12.0,9538.92,0,Debit,Branch,Engineer
889.01,36.0,169.0,4826.88,1,Debit,Online,Engineer
537.86,27.0,134.0,293.06,1,Debit,Online,Student
241.18,25.0,162.0,1445.53,2,Debit,ATM,Student
130.54,64.0,94.0,11204.62,2,Debit,ATM,Doctor
800.29,20.0,84.00000000000001,693.4,3,Credit,Branch,Student
8.81,57.0,165.0,13523.65,1,Debit,Online,Doctor
28.52,20.0,163.0,662.51,2,Debit,ATM,Student
431.31,23.0,99.0,342.73,4,Credit,Online,Student
885.33,47.0,59.00000000000001,7764.159999999999,5,Credit,ATM,Engineer
199.23,29.0,53.99999999999999,9834.0,2,Debit,ATM,Engineer
42.26,44.0,171.0,268.77,2,Debit,ATM,Doctor
166.06,30.0,172.0,5397.68,2,Debit,ATM,Engineer
357.72,53.0,25.000000000000004,7659.500000000001,2,Debit,ATM,Retired
588.37,28.0,284.0,1926.0799999999997,1,Debit,Online,Student
72.82,68.0,127.0,6911.62,1,Debit,Online,Doctor
162.36,36.0,147.0,7527.040000000001,1,Debit,Online,Engineer
584.82,43.0,109.0,12071.1,4,Credit,Online,Doctor
38.15,72.0,129.0,1425.47,4,Credit,Online,Retired
477.54,23.0,52.00000000000001,1598.63,5,Credit,ATM,Student
639.57,60.0,43.0,11726.47,0,Debit,Branch,Doctor
58.23,28.0,34.0,9189.76,1,Debit,Online,Student
776.21,78.0,99.0,4895.87,4,Credit,Online,Retired
248.76,21.0,117.0,6178.77,0,Debit,Branch,Student
188.61,67.0,26.0,7167.57,1,Debit,Online,Retired
675.37,56.0,30.999999999999996,4704.91,4,Credit,Online,Retired
94.82,67.0,56.0,1267.72,3,Credit,Branch,Retired
425.18,59.0,135.0,5790.55,4,Credit,Online,Engineer
50.28,60.0,65.0,5729.1,0,Debit,Branch,Engineer
864.72,34.0,58.00000000000001,7379.38,3,Credit,Branch,Engineer
70.68,25.0,105.0,1478.41,1,Debit,Online,Student
261.77,28.0,45.99999999999999,824.7099999999999,1,Debit,Online,Student
183.22,27.0,63.0,1024.42,2,Debit,ATM,Student
58.32,29.0,275.0,6027.49,3,Credit,Branch,Engineer
156.86,51.0,102.0,14453.35,2,Debit,ATM,Doctor
120.66999999999999,42.0,233.0,5374.54,2,Debit,ATM,Doctor
308.62,59.0,101.0,9148.08,3,Credit,Branch,Engineer
506.81,59.0,41.0,2757.23,2,Debit,ATM,Engineer
328.39,41.0,107.99999999999999,2523.83,2,Debit,ATM,Engineer
796.3,67.0,64.0,1498.79,0,Debit,Branch,Retired
72.47,29.0,72.0,1305.56,1,Debit,Online,Doctor
279.6,25.0,131.0,1910.9000000000003,2,Debit,ATM,Student
304.2,25.0,102.0,423.64,1,Debit,Online,Student
351.38,64.0,21.000000000000004,7606.63,0,Debit,Branch,Retired
86.07,31.0,22.999999999999996,842.5599999999998,0,Debit,Branch,Doctor
604.5,28.0,80.0,709.4199999999998,2,Debit,ATM,Student
258.7,27.0,123.0,1358.37,2,Debit,ATM,Student
11.46,75.0,64.0,7258.33,3,Credit,Branch,Retired
63.76,69.0,100.00000000000001,4980.26,2,Debit,ATM,Retired
446.83,55.0,143.0,1623.5,3,Credit,Branch,Retired
63.540000000000006,26.0,136.0,4401.78,2,Debit,ATM,Engineer
81.11,48.0,110.0,2051.37,1,Debit,Online,Engineer
441.26,58.0,87.0,13704.92,3,Credit,Branch,Doctor
170.96,64.0,69.00000000000001,13374.89,0,Debit,Branch,Doctor
48.51,22.0,69.00000000000001,3363.23,0,Debit,Branch,Student
325.03,60.0,106.0,13521.76,0,Debit,Branch,Doctor
125.82999999999998,57.0,138.0,6109.86,2,Debit,ATM,Retired
506.83000000000004,37.0,45.0,9975.79,0,Debit,Branch,Engineer
738.94,41.0,173.0,13856.18,0,Debit,Branch,Doctor
180.36,33.0,55.0,9905.23,4,Credit,Online,Engineer
225.1,28.0,35.0,1547.71,2,Debit,ATM,Student
359.51,79.0,157.0,7153.72,1,Debit,Online,Retired
720.46,54.0,44.0,3101.54,0,Debit,Branch,Retired
291.46,57.0,135.0,7142.53,2,Debit,ATM,Retired
98.24,28.0,148.0,580.66,1,Debit,Online,Student
100.48,18.0,104.0,6149.81,3,Credit,Branch,Student
45.9,56.0,264.0,5698.25,0,Debit,Branch,Engineer
258.21,39.0,225.0,9562.41,1,Debit,Online,Doctor
287.51,22.0,255.0,187.65,1,Debit,Online,Student
501.30000000000007,26.0,146.0,8520.08,4,Credit,Online,Engineer
26.1,27.0,32.0,1435.72,2,Debit,ATM,Student
436.77,20.0,176.0,825.69,2,Debit,ATM,Student
292.38,68.0,224.0,5803.89,2,Debit,ATM,Doctor
25.29,50.0,125.0,5374.69,1,Debit,Online,Engineer
123.34999999999998,31.0,10.0,6852.16,4,Credit,Online,Doctor
139.52,23.0,30.999999999999996,1570.22,0,Debit,Branch,Student
51.2,18.0,83.0,730.6,1,Debit,Online,Student
122.85,47.0,127.0,13185.39,4,Credit,Online,Doctor
161.38,24.0,101.0,3900.3399999999997,4,Credit,Online,Student
2.51,63.0,32.0,4891.56,1,Debit,Online,Retired
22.62,64.0,102.0,7682.0,2,Debit,ATM,Doctor
126.82999999999998,57.0,39.0,6100.98,0,Debit,Branch,Retired
46.6,55.0,68.00000000000001,1562.9,1,Debit,Online,Doctor
243.79999999999998,57.0,48.0,13732.81,0,Debit,Branch,Doctor
231.51,60.0,96.0,5790.7,3,Credit,Branch,Retired
175.05,39.0,34.0,1447.35,1,Debit,Online,Engineer
762.74,64.0,244.0,207.1,2,Debit,ATM,Doctor
34.03,57.0,37.99999999999999,3077.2,0,Debit,Branch,Engineer
15.949999999999998,25.0,52.00000000000001,1983.0,0,Debit,Branch,Student
101.51,46.0,199.0,3052.47,4,Credit,Online,Engineer
309.42,27.0,42.00000000000001,8564.46,0,Debit,Branch,Engineer
257.6,59.0,293.0,7950.74,4,Credit,Online,Retired
746.78,21.0,64.0,1699.81,3,Credit,Branch,Student
82.01,23.0,156.0,287.46,3,Credit,Branch,Student
476.98999999999995,23.0,187.0,1154.48,1,Debit,Online,Student
320.11,23.0,130.0,4076.4799999999996,0,Debit,Branch,Student
333.39,68.0,35.0,10628.59,2,Debit,ATM,Doctor
10.3,47.0,197.0,7801.32,2,Debit,ATM,Engineer
737.46,53.0,75.0,634.16,3,Credit,Branch,Doctor
416.55,33.0,73.0,922.9599999999999,1,Debit,Online,Engineer
84.91,18.0,68.00000000000001,1671.86,1,Debit,Online,Student
98.95,75.0,73.0,5670.82,0,Debit,Branch,Retired
18.14,58.0,48.0,6020.85,5,Credit,ATM,Retired
215.13,46.0,114.0,3956.6899999999996,1,Debit,Online,Engineer
218.57,62.0,102.0,13869.86,3,Credit,Branch,Doctor
341.88,43.0,89.0,4159.52,2,Debit,ATM,Engineer
691.92,19.0,61.00000000000001,1084.65,1,Debit,Online,Student
50.43,32.0,51.00000000000001,9794.26,0,Debit,Branch,Doctor
440.43,78.0,22.999999999999996,5123.24,0,Debit,Branch,Retired
299.03,39.0,52.00000000000001,1381.28,0,Debit,Branch,Engineer
1.98,66.0,170.0,11619.1,2,Debit,ATM,Doctor
173.45,31.0,161.0,9077.62,2,Debit,ATM,Engineer
438.76,22.0,73.0,1824.19,0,Debit,Branch,Student
519.62,71.0,40.0,4159.33,4,Credit,Online,Retired
738.68,50.0,123.99999999999999,14352.33,1,Debit,Online,Doctor
151.14,64.0,37.99999999999999,2156.54,1,Debit,Online,Retired
75.77,51.0,148.0,8361.7,0,Debit,Branch,Engineer
444.52,27.0,17.0,5424.6,1,Debit,Online,Engineer
5.29,52.0,276.0,11263.89,1,Debit,Online,Doctor
97.63,48.0,127.0,12467.31,4,Credit,Online,Doctor
256.95,26.0,71.0,2531.24,0,Debit,Branch,Engineer
734.86,48.0,290.0,6242.03,3,Credit,Branch,Engineer
84.28,39.0,142.0,13586.06,0,Debit,Branch,Doctor
202.49,48.0,69.00000000000001,7447.099999999999,5,Credit,ATM,Engineer
154.99,25.0,53.00000000000001,1419.31,0,Debit,Branch,Student
481.5299999999999,58.0,277.0,6142.54,0,Debit,Branch,Retired
172.92,20.0,212.0,416.37,1,Debit,Online,Student
275.59,53.0,238.0,6313.22,3,Credit,Branch,Retired
207.2,60.0,133.0,8092.9400000000005,1,Debit,Online,Engineer
136.82,31.0,14.0,6229.13,0,Debit,Branch,Engineer
624.0,26.0,132.0,4976.18,0,Debit,Branch,Engineer
179.38,30.0,28.0,8741.51,1,Debit,Online,Engineer
10.15,59.0,58.00000000000001,7155.04,2,Debit,ATM,Doctor
26.3,32.0,33.0,7473.73,2,Debit,ATM,Doctor
319.5,29.0,69.00000000000001,2366.3,3,Credit,Branch,Engineer
182.42,51.0,137.0,3051.29,0,Debit,Branch,Retired
716.62,44.0,241.0,6987.4,2,Debit,ATM,Doctor
222.96,65.0,150.0,7370.41,5,Credit,ATM,Doctor
79.77,68.0,167.0,5010.31,2,Debit,ATM,Retired
431.08,59.0,25.000000000000004,6760.22,0,Debit,Branch,Retired
592.24,52.0,140.0,9817.05,2,Debit,ATM,Doctor
200.19,52.0,107.99999999999999,4389.96,3,Credit,Branch,Retired
297.5,73.0,80.0,6768.14,3,Credit,Branch,Retired
345.86,51.0,145.0,1504.64,2,Debit,ATM,Retired
343.88,63.0,97.0,6486.18,1,Debit,Online,Retired
16.52,25.0,135.0,835.5299999999999,4,Credit,Online,Student
162.1,41.0,151.0,8576.65,0,Debit,Branch,Engineer
36.12,22.0,234.0,1593.03,1,Debit,Online,Student
354.91,74.0,191.0,3872.5500000000006,2,Debit,ATM,Retired
38.41,40.0,117.0,9129.68,2,Debit,ATM,Doctor
53.52,49.0,55.0,2227.49,0,Debit,Branch,Engineer
498.59,57.0,138.0,2619.46,1,Debit,Online,Retired
13.3,23.0,63.0,213.0,2,Debit,ATM,Student
189.65,21.0,60.00000000000001,8457.09,2,Debit,ATM,Student
255.32,80.0,26.999999999999996,6290.62,2,Debit,ATM,Retired
230.51,51.0,56.0,9522.37,3,Credit,Branch,Engineer
237.74,61.0,151.99999999999997,11795.12,2,Debit,ATM,Doctor
512.76,52.0,26.0,5121.36,2,Debit,ATM,Doctor
151.37,54.0,53.00000000000001,8356.08,2,Debit,ATM,Engineer
85.01,25.0,157.0,1299.4,5,Credit,ATM,Student
444.47,57.0,61.00000000000001,6062.94,1,Debit,Online,Retired
184.19,67.0,58.00000000000001,7588.67,2,Debit,ATM,Retired
879.25,24.0,137.0,125.84999999999998,4,Credit,Online,Student
55.98,24.0,87.0,7047.04,3,Credit,Branch,Student
54.91,41.0,275.0,7927.2699999999995,5,Credit,ATM,Engineer
393.74,26.0,90.0,1769.06,1,Debit,Online,Student
58.94,30.0,26.0,4575.98,1,Debit,Online,Engineer
515.57,27.0,56.0,9269.67,2,Debit,ATM,Engineer
332.15,59.0,105.0,9749.46,2,Debit,ATM,Doctor
177.94,19.0,173.0,123.23999999999998,1,Debit,Online,Student
68.68,49.0,141.0,4718.51,1,Debit,Online,Engineer
240.03,33.0,30.999999999999996,7807.73,1,Debit,Online,Engineer
168.34,64.0,240.0,7483.01,2,Debit,ATM,Retired
474.77,46.0,284.0,8494.53,1,Debit,Online,Engineer
451.70000000000005,29.0,103.0,8994.67,1,Debit,Online,Engineer
243.85,39.0,43.0,4576.78,0,Debit,Branch,Engineer
5.76,38.0,164.0,5859.79,0,Debit,Branch,Engineer
435.08,55.0,78.0,2103.41,1,Debit,Online,Engineer
127.77999999999999,20.0,170.0,1046.66,2,Debit,ATM,Student
23.14,47.0,93.0,10536.54,4,Credit,Online,Doctor
545.87,27.0,41.0,4860.01,0,Debit,Branch,Engineer
21.21,55.0,37.0,9575.42,1,Debit,Online,Engineer
423.53,50.0,81.0,5453.4,3,Credit,Branch,Doctor
142.1,18.0,109.0,1545.64,4,Credit,Online,Student
114.15,19.0,52.00000000000001,1612.4,2,Debit,ATM,Student
275.98,72.0,67.0,6151.05,4,Credit,Online,Retired
590.68,27.0,22.999999999999996,852.1999999999999,0,Debit,Branch,Student
152.42,42.0,176.0,9141.79,2,Debit,ATM,Doctor
395.77,43.0,118.0,6425.99,3,Credit,Branch,Doctor
615.16,26.0,140.0,214.61,1,Debit,Online,Student
207.82,19.0,30.0,229.02,4,Credit,Online,Student
220.52,57.0,151.99999999999997,1793.09,2,Debit,ATM,Retired
281.47,34.0,142.0,4437.48,2,Debit,ATM,Engineer
57.910000000000004,58.0,97.0,3641.06,3,Credit,Branch,Engineer
30.480000000000004,32.0,78.0,11481.85,3,Credit,Branch,Doctor
453.0899999999999,48.0,97.0,6708.65,0,Debit,Branch,Doctor
424.47,22.0,116.00000000000001,5491.55,1,Debit,Online,Student
228.4,67.0,116.00000000000001,9598.43,2,Debit,ATM,Doctor
67.17,63.0,48.0,14410.44,1,Debit,Online,Doctor
284.89,53.0,115.0,9738.6,1,Debit,Online,Doctor
118.69,33.0,296.0,749.3399999999999,1,Debit,Online,Doctor
221.33,27.0,276.0,1185.43,2,Debit,ATM,Student
252.31,26.0,172.0,1584.6,5,Credit,ATM,Student
58.849999999999994,71.0,115.0,1789.8,4,Credit,Online,Retired
194.68,32.0,165.0,14494.18,1,Debit,Online,Doctor
433.53,38.0,231.0,6368.32,0,Debit,Branch,Doctor
178.26,59.0,59.00000000000001,1137.13,2,Debit,ATM,Retired
207.65,34.0,98.0,5143.8,1,Debit,Online,Engineer
237.0,49.0,115.0,14021.4,1,Debit,Online,Doctor
347.63,25.0,272.0,1400.04,4,Credit,Online,Student
517.68,31.0,24.0,11305.81,2,Debit,ATM,Doctor
36.25,52.0,75.99999999999999,193.06,0,Debit,Branch,Doctor
46.53,42.0,34.0,4468.12,2,Debit,ATM,Engineer
207.47,53.0,12.0,1688.9,2,Debit,ATM,Doctor
199.7,43.0,285.0,7574.449999999999,2,Debit,ATM,Engineer
307.89,62.0,90.0,2637.55,4,Credit,Online,Retired
403.63,31.0,167.0,3304.02,0,Debit,Branch,Engineer
20.06,27.0,144.0,445.21,2,Debit,ATM,Student
236.57,79.0,112.0,3488.77,2,Debit,ATM,Retired
0.32,39.0,136.0,7158.58,2,Debit,ATM,Engineer
14.279999999999998,23.0,81.0,1597.51,2,Debit,ATM,Student
232.35000000000002,33.0,153.0,4186.25,3,Credit,Branch,Engineer
317.53,44.0,104.0,6237.68,1,Debit,Online,Engineer
74.67,43.0,283.0,3449.35,2,Debit,ATM,Engineer
65.01,29.0,67.0,10235.19,4,Credit,Online,Doctor
0.45,34.0,172.0,8670.23,0,Debit,Branch,Engineer
364.13,63.0,61.00000000000001,8198.0,2,Debit,ATM,Doctor
340.13,24.0,32.0,1149.74,0,Debit,Branch,Student
15.809999999999999,69.0,11.0,8384.85,0,Debit,Branch,Doctor
222.66,39.0,88.0,14466.38,1,Debit,Online,Doctor
638.24,48.0,64.0,5695.78,0,Debit,Branch,Engineer
241.21000000000004,31.0,107.99999999999999,1220.86,2,Debit,ATM,Engineer
171.16,51.0,42.00000000000001,6126.5,1,Debit,Online,Retired
37.65,27.0,109.0,411.78,4,Credit,Online,Student
25.77,68.0,18.0,4331.54,1,Debit,Online,Retired
789.8,40.0,94.0,13948.09,2,Debit,ATM,Doctor
308.85,20.0,33.0,333.19,3,Credit,Branch,Student
